grant_id,primary,secondary,confidence,basis
3446b297-26dc-81c8-2edc-be5dfffc7206,field,7.1,medium,public compendium of alignment plans; field infrastructure
34fc2eac-40fa-1270-3ba0-1c44fc472a98,field,,high,conference travel for poster presentation
357badf1-e123-c8d7-4658-29a66b3cba15,field,,high,new grantmaking fund for AI safety
35b5ba42-4071-76e1-4471-1d5aed09f0d6,7.1,,high,detecting reward hacking in RL training
36737b03-b113-47bd-59f1-a9da81eeb4ad,field,,high,AI safety talent pipeline camp in Africa
367414cf-b798-89de-81d2-6ee5c9e26821,7.4,2.2,medium,interpretability under adversarial conditions and jailbreaks
36bfd812-deb1-1231-2109-20cf72adfbf5,not_ai,,high,structured scientific paper representation; no AI-risk angle
36e28be0-ef3f-4ddc-0a39-333049969020,field,,medium,travel to present alignment and control research
36e9bda3-8199-bc59-93d2-0690c01c99e0,7.1,7.3,medium,external control gateway for cloud agents
374bcb3c-5c3c-f5d6-6291-62b64f9a4259,7.1,2.1,low,runtime authority checks on autonomous agent actions
378c6046-f919-a73a-feac-6a29b62e826d,7.4,,medium,impossibility theorem on AI self-explanation
37a2ae6b-a74a-8321-1b1c-bb8bc36ea67d,4.3,4.1,high,reporting deepfake sexual exploitation and deception
37f41b84-ab70-ce3f-c07d-dcac0e838d90,7.1,,high,shaping training data toward benign AI self-concept
383ecbe2-ba46-a84f-b052-40141e49ec82,not_ai,,low,vague consciousness and technology rhetoric
38461b63-9f2b-d495-b4d3-3877fffb8c0f,field,,high,AI safety short-form outreach
384f9d10-a312-bebe-5842-90fedb344fdd,6.5,,high,international AI treaty and regulation building
38f1c35d-5d57-e056-897b-d833ba395d6d,7.1,,medium,adaptive constraint architectures for alignment
39261dae-be81-62b9-b89d-c41f47b029a0,7.2,,high,offensive cyber capability evaluations
393b963a-5e66-cf64-d1b4-1f2597e8e65a,6.5,,high,AI safety policy lobbying organisation
39d6e7d5-bb12-41a2-ceaf-71fa618385d5,7.4,7.1,high,mechanistic interpretability of trajectory transformer agents
39e5ff30-1119-0c9c-7cf6-cf649580d366,7.1,,low,structural controllability of AI agent workflows
39fedeee-ebc9-fe1d-3680-42696f7b41c7,6.5,,medium,Latin American engagement in AI governance
3a1cab63-ee88-21c3-8a6f-bfb95ffa12d5,7.1,,high,AI control deployments following Redwood agenda
3a2e5f44-83c2-db11-90f6-2a1d90577dbe,6.5,,high,AI legislation lobbying and licensing advocacy
3a35b4eb-baf3-908e-ed41-3168ef136acb,field,,high,public AI safety awareness media
3a935d46-d356-df5c-4ef4-ae98348a5da5,6.1,,medium,mitigating power concentration via capacity development
3acc5817-fab8-a509-e9bd-b8fecc9c8b77,field,7.4,medium,introductory literature review orienting newcomers to SLT
3b51657e-7b38-5014-b0fa-57e21edf268a,7.1,,medium,formal boundaries workshop for alignment theory
3bbcf4f6-e3ed-3d47-b378-83a5ce59364f,7.3,,medium,deterministic replay of robot fleet failures
3c7753f8-e598-df4e-2a72-351c73c4b82a,field,,low,science-navigation infrastructure; epistemics angle
3ccfba6d-852e-f975-ca83-6246501dc6fb,field,,medium,seminar series and community hub
3cd322fe-e422-dfe4-a4c3-6fa45ad8768b,4.1,,high,article on AI mass biometric surveillance
3cd766f5-e57d-fe10-0a0f-a31b43bbbb14,2.2,,high,prompt injection defence for web agents
3d7a4d23-cab0-3cc0-5c9c-ea3d54049b70,6.5,,high,advocacy for US federal AI safety legislation
3de9853b-daf9-260e-6f61-df32d7246fda,field,,high,Francophone AI risk communication and outreach
3f260cc0-ad93-b35a-3f08-77337d52cdc9,7.2,7.3,medium,CAIS hazardous-knowledge unlearning; red-teaming; superintelligence evals
3f3f8af3-66f3-881b-3abe-9cced3aba7e2,7.4,7.6,medium,interpretability and multi-agent alignment skilling up
3f61ae55-53fa-37b5-f3d3-e8240960e590,7.6,,low,multi-agent coordination experiment
3fa44ef1-9025-b1a1-ecd2-483d5062b959,7.1,,low,theoretical framework on adaptive constraints for agents
4003ca3b-da46-558f-863a-c1d75064ebc6,7.1,3.2,low,eliciting values for indirect normative alignment
4015f90d-f179-88f2-986a-b998318aa001,field,,high,fellowship for AI safety writing and communication
401afedd-7161-5486-bd06-5408595c25d4,2.2,7.1,low,policy-gated agent execution; adversarial attack audit
403efcdd-724b-1c9c-6787-578a5fe2e98e,6.5,,high,AI governance policy ahead of France summit
4050b9cd-cbcf-cb88-90eb-3c0ac5176455,6.5,2.2,medium,verifiable provenance for AI evaluation results
4142492b-34a0-ac1d-6917-f1a429b8a321,6.1,2.1,medium,portable agent memory against vendor lock-in
4162c97e-ebcb-1b1e-b55f-1d1995b7e70d,6.2,6.1,medium,post-AGI labour and wealth distribution mechanisms
41918d87-d829-63e9-35ea-9457a21b9a50,field,4.2,medium,public mobilisation capacity for AI safety
41a6a78f-c10b-1bdc-ac03-df879736184b,not_ai,,high,restaurant ordering product; no risk angle
4205c249-d713-4d75-3436-97712f3d9be7,7.1,,medium,runtime ethical kernel blocking harmful actions
4219d519-46be-a3d5-0694-c6787a9f0afe,2.2,,high,finding and publishing LLM jailbreaks
42eaf079-4333-ddb3-e151-c10a676f2e5f,field,,medium,conference travel for workshop papers
42feaeca-8a63-3edd-d5b4-ca3c55180b74,7.4,7.1,high,interpretability technique eliciting latent knowledge
43013ad4-8ba3-a101-0f84-05f8c6f562d8,7.4,,high,open interpretability platform for sparse autoencoders
431d0ac6-abc9-faf9-0f3d-98c3263158ea,7.1,,medium,architectural fail-safe against misaligned AGI
43744c25-797d-879b-2c0a-e1439d9ec9da,unknown,,low,speculative universal emergence framework; unclear AI risk
44237d51-9d13-48ed-0817-4df4a3b279ec,3.2,,medium,depolarization and shared reality in democratic mechanisms
44350fcd-07f1-89de-32b3-88c90ffc717a,7.3,7.6,medium,calibration of confidence via adversarial multi-model debate
44a30c04-8893-8de8-10a2-103e314c560c,6.5,,high,AI governance forum for Taiwan manufacturers
44ca972b-207a-7eca-4cfb-5049058e4355,5.2,6.5,medium,middleware enforcing human oversight over AI actions
44fc0f90-f504-3c4e-eab6-55124337e6d4,7.4,3.1,medium,how LLMs represent beliefs and uncertainty
45352b9e-82cd-7ad2-365e-d8fd0364024e,7.6,7.3,medium,LLM-mediated market mechanism failures across providers
45382b83-85cb-e2de-e3fd-69d668bdb5b5,7.1,7.4,high,proving models are not sandbagging via verification
456d8591-570e-958f-4ae0-e4778e4a6bd4,6.2,,high,tool for personal AI job displacement risk
458890d9-d0a3-cbf6-6b94-538887000155,6.5,6.4,medium,educating politicians for AI risk legislation
4590399e-a485-8f79-09dc-77fa47093c89,7.6,,high,multi-agent value dynamics test with frontier agents
4599f623-ba52-6eab-38ef-08032f58d44e,3.2,5.1,high,RCT on ranking algorithms polarisation and election
45bca72a-c4e3-8a10-b01a-5d50abf0df36,7.6,,high,multi-agent trace replay and semantic risk
45cb5b22-a730-c044-b7c1-b45a20998c65,2.2,,high,AI supply chain attestation and prompt injection firewall
4608514b-2c67-f1c7-3558-11e865e91141,not_ai,,medium,AI-allocated science funding app; no risk angle
4643146a-b370-4a47-f8ef-4eb588105873,7.2,7.3,medium,auditing AI trading/forecasting capability benchmarks
46869014-818f-4b70-4aa7-8f939efe6e05,6.5,,high,IAPS frontier AI policy research hires
46bae432-8de4-26d8-dc24-a2796f0e70df,6.5,,high,frontier AI governance for the global majority
478c9c3f-941f-33b0-41ce-0359e6957081,field,,high,AI safety textbook and course ecosystem
47a6c20a-7602-3f30-cb0d-ca8e3030746a,2.2,,medium,air-gapped AI vulnerability and code auditing
47bc79e1-67bb-bccb-3e46-e812a3c89d02,7.4,7.1,medium,interpreting refusal circuit under identity training
47d95653-50e1-f75d-58ab-bb71dbc4d269,field,,high,school AI safety workshops; talent funnel
488f50a9-99fb-ce77-6c37-1d200178d447,7.4,7.1,high,training LLMs to report internal processes
49a42a67-3300-b35e-f9af-62113e54ff5e,6.5,,high,practical human oversight framework for institutions
49adaeb9-f83f-b501-8538-84cba1f62d9b,7.3,,low,reliability of autonomous ML research agent
4b0bbc6c-3ce1-09d1-f39c-f5bff315a30a,6.2,6.1,high,government hedging against labour automation and inequality
4b289e6b-9de7-072e-dafc-aca0d74fad29,7.4,,high,compiler for interpretable hand-built transformers
4b4f3264-0c82-d0b0-1a08-cfcc7665d2df,1.1,2.1,low,indigenous data sovereignty and knowledge misrepresentation
4c2921fb-43c9-48c5-6176-f900b6161b2e,6.5,,high,documentary about SB-1047 AI legislation fight
4c8ff6a0-a0ac-8058-40fc-40235d696663,unknown,,low,text is a single character
4cc5fcaf-bbfc-d15d-5139-ccb332188202,field,,medium,spring school on generative AI; education
4da88dcf-44c6-4270-db9b-8f584e82d57a,7.1,6.5,low,formal alignment framework from Chinese governance concepts
4db18804-d586-b088-f969-3b1aefd7c49b,7.1,,medium,formalizing AI safety mathematics in Lean
4df729dc-3c27-9d79-af03-f784527e8ad9,7.1,,high,learning-theoretic agent foundations research
4e819017-264b-e895-0f51-96bd00a99418,7.1,,low,quantum-ethical safeguards against deceptive misalignment
4ed52c90-18b8-b3c0-758c-9416889b5eee,7.1,,low,eliciting human values for indirect normative alignment
4f5ab14e-9525-619c-4729-b8dd94bbefde,3.1,7.3,medium,auditing whether models report knowledge honestly
4f61f9cc-6d54-c9fa-aeef-796f6058f3fd,7.3,,medium,deterministic verification of AI outputs
4fad6884-dcbf-717f-dc8e-fbd61fee7ea3,2.2,,high,detection rules for prompt injection and agent attacks
4ff99c93-e2f2-7e54-ce92-7065929d7cb8,7.3,,low,modelling instability and collapse in AI systems
5048c9e3-1025-633a-3dcc-39370519ba30,not_ai,,medium,AI-assisted peer review; no risk angle
514dda7a-f87d-07d9-886a-406a47e96495,2.2,7.2,medium,harness evaluating agent tool-abuse and excessive agency
516a676a-eab0-2c14-ac81-6a15a2598f89,7.1,2.2,low,deterministic alignment architecture with cryptographic identity
517519bb-5827-9877-f9f3-3ff56c50934e,field,,high,technical AI safety training for participants
51b9e659-2486-5f9b-bf49-342b095580ce,7.1,,low,activation steering bridged to brain states
51e661c4-61a8-33c8-f75a-3ebf20b7c64a,1.3,7.3,high,benchmark on unequal LLM performance for Nigerian knowledge
524b63dc-69db-3b39-6ea6-aa7d5890c75d,7.1,,medium,evaluating derivable alignment scaffolding
52af87a3-08e9-e03f-fffc-64f7cb9eb973,1.3,7.3,medium,refusal safety fails in low-resource languages
52e58894-123a-69e7-5813-01e717003248,5.1,1.1,medium,auditing AI behavioural manipulation across cultures
5326c53d-71f4-dd5d-9d85-b8a51c4dae29,7.2,7.1,medium,agents scaling production of evals and control
53f6beb4-bb71-4346-ad1a-f3e5ada7cea3,7.6,6.5,low,multi-agent LLM simulation of governance mechanisms
54374326-3f6e-f9e5-b35e-4ef53d160573,7.2,4.2,high,benchmark for autonomous offensive cyber capability
545d001d-7511-7cac-1f0d-24a970478cf1,5.1,,high,safety for vulnerable AI companion users
5518a91f-b162-71cb-bd82-8259b89383a3,not_ai,,medium,quantum ML optimisation geometry; no risk angle
552888c5-0312-b359-d58f-442eeb41b4c6,6.5,,high,mapping Southeast Asian AI policy and governance
55541d18-727f-b57f-e35d-47e882804d24,3.1,7.1,medium,hallucination mitigation; reward hacking detection
561d6849-d277-5cf9-77fc-93b7e5d07b03,7.2,7.4,medium,testing whether unlearning removes dangerous concepts
5654eb27-c3a4-017e-609d-b1539a4282f6,4.2,6.1,medium,civil-society campaigning against autonomous weapons
56c69a35-10fb-5597-44ac-7fcbb04be7d6,5.2,,low,decision-authority layer; human review
57305b58-a338-293e-9d6e-9e885f6f4e4b,7.3,,medium,contamination-free benchmark of LLM forecasting reliability
5750f75c-a749-d261-d8bf-8c60b8b74a2d,6.2,6.5,medium,worker-side evaluation of workplace AI
57c74efb-cd57-1fff-b5ef-1e68bbc408e1,7.4,,low,open interpretability tooling for sparse expert routing
57fdf394-d601-fc96-64d8-fa3ad28f6670,3.2,,medium,detecting polarising narratives; shared reality erosion
5935de4b-c8cf-5322-0438-3b1266fa4c87,3.1,,medium,testing false AI claims about inscriptions
5a032c8a-6575-a8c5-13c7-1bbe97ffec48,not_ai,,high,offline AI companion for teens; no risk angle
5a7ef284-9fd6-540b-657c-f1d7092e3c51,7.4,,high,evaluating natural language autoencoder feature fidelity
5aa0aa57-bd93-788d-865b-702629aef977,2.2,7.4,high,jailbreak attack circuits and inference-time defence
5aeec31e-ab47-4e94-8cef-e0c2f007354b,7.4,,high,surrogate reference model for interpretability auditing
5b0bdeb9-563d-ea39-439c-3e56c241ed0e,2.2,7.3,medium,adversarial red-teaming of robot vision-language-action policies
5b9bf10f-9a78-47a1-b03a-e6b4daa8cc4e,not_ai,,low,philosophy of cognitive science
5bfde5aa-bbd9-48c4-60fd-e23446b9d195,field,,high,cash runway during AI safety job search
5ca3efb8-a80f-d804-65c5-440baa3d4643,unknown,,low,vague self-building AI concept; no risk target
5cfb7199-49bb-fb4a-5743-f031b2fc45bd,not_ai,,high,clinical decision AI; no risk angle
5d9470ee-6df2-366a-7bcc-84dde1a26c44,7.1,,medium,analysis of alignment targets like CEV
5e28e32c-3da9-ea3c-c404-fa01d344c255,7.3,,medium,selector prefers fluency over functional correctness
5f7f0d72-ca71-e442-4c10-b9782b73397f,7.1,,medium,alignment theory of generative simulators
5f83f3fc-b2af-eb39-657c-39967648d6ce,2.2,4.2,high,data-poisoning attacks on biological retrieval agents
5fc5e415-744a-cdcd-c81b-9895d0da8e14,7.1,,high,control mechanisms and oversight for agentic systems
60899fe1-8265-e447-3597-cf8e3c065ae5,7.1,,medium,human-model proxies for scalable oversight
608bc802-e1fd-544f-838e-c1b803c8af5e,7.4,,high,interpretability of implanted internal states; introspection failures
60b15f02-c126-01a4-5c2e-c1d6a982c07c,3.1,,low,detector of AI-generated text
60f21406-5b0c-ec96-4ed2-e8c866d6688c,field,,medium,AGI timelines essay; forecasting
60ffb199-64b6-c07c-0b65-a04177a91204,6.5,,high,monitoring China AI regulation and standards
61203ee9-3b7a-dd1b-e5fa-1add242550ef,7.1,7.4,high,interpretable world-models as alternative alignment agenda
61d962c9-962e-b882-b3cd-ae1436cf462f,7.3,,low,calibrated bounded evaluation of AI workflow reliability
626535f2-ca21-a6f5-8481-a6e960dbc497,field,,high,training underrepresented AI safety and governance talent
6323b122-4e40-39e0-d959-c805271c618d,3.1,,high,detecting LLM hallucinations
634964a7-d78a-4d06-f834-f7ddbf02e886,field,,high,office space for AI safety researchers
6361cbad-da7c-be5b-322f-2262edf4b670,7.1,,high,debate training to mitigate reward hacking
63771db9-76d0-2def-fe31-b7c81f367abb,7.4,,high,sparse autoencoder feature interpretability
63d80888-2f6e-1082-5f12-52db3cf57902,7.2,,medium,tamper-proof verification infrastructure for AI evals
64049c75-0758-4234-a8ef-eea67b015d81,6.5,,medium,Australian lobbying for AI safety policy
6409636b-51b8-a995-12ab-716d9c282ff8,7.3,,medium,formal proof certificates for system safety guarantees
64654c74-2743-0d13-95a8-857654995f72,7.1,7.4,low,policy-bounded execution and audit for autonomous agents
64834f88-cd40-594f-3ad2-a25cb9e82551,2.2,7.4,medium,vetting agent tool descriptions; verifiable action records
64c81096-5abd-8bc7-67ab-06f360326825,not_ai,,high,introductory biosecurity course
650514ee-8fa4-654c-73ae-c57c20d8244b,7.4,6.5,medium,AI nutrition labels for model transparency
657cc769-71ef-683b-565c-5837e350240a,6.3,,low,IP and authorship questions for AI-assisted invention
65bddfa8-e487-cfdc-7ab7-6100371ac9a8,6.5,6.4,medium,West-China AI governance dialogue and coordination
65fff385-8ce8-fe4b-945e-f3e72b8406df,2.2,,medium,supervisor library and red-team harness against agent exploits
66183e8e-6e42-35c5-bbec-991de109313b,not_ai,,low,speculative new AI architecture; no risk subdomain
668f6316-a0e7-fc4d-90bb-d20e04b2345e,field,,high,AI safety communication workshops in Africa
66d545dc-e0c7-2df6-7b4c-cb9138056368,7.2,7.4,medium,scalable oversight and evaluation tooling
6708ebff-f058-1113-6e03-4558c3e1f016,7.4,7.1,medium,interpretability of corrigibility fine-tuned model
676a654d-e768-b861-37c9-73fa88863000,not_ai,,medium,biological compute substrate; no risk angle
685adfe5-d959-f3b8-bb8f-c2a7af37aaa8,field,,high,junior research fellowship on AI risk
689dc06f-bcdd-5eac-5007-5943b857db09,6.4,,medium,China's AI industry trajectory and competition
68a2a2aa-405f-481f-fbfd-1b15d9737174,7.1,,medium,compiler-layer formal alignment verification claim
6946a75a-246c-a555-c4de-36936c63c351,7.1,,medium,runtime governance against alignment drift in agents
69e7c78d-8837-bd84-f54b-d30c62a7960f,7.2,5.1,medium,reproducibility audit of sycophancy safety benchmarks
69e9ec40-2262-4197-8402-4d2438d909e7,unknown,,low,vague brain-inspired agent architecture work
6a0c58c3-4dfe-4943-4570-0e6d9224af45,7.6,2.2,medium,cross-vendor agent attack propagation defence
6abac2ec-ac68-23f0-3fe0-0a8402920541,7.4,,high,improving sparse autoencoders for interpretability
6b2a9eee-f209-b7ce-571a-d93ee3868fbe,7.1,7.6,high,goal-drift detection for autonomous agents
6ba99761-c108-30e0-8f7c-7c9726951fab,7.4,,high,developmental interpretability applied to safety
6bae9707-6b71-002f-1fef-95785bd77664,field,,medium,salon bringing AI safety views to decision-makers
6bb64811-d6ba-ac86-b37e-fb63a67d0ce2,6.4,,high,PauseAI campaigns to slow frontier development
6bd02eae-a261-990b-6708-b00ac83720c2,3.1,7.3,medium,gate against confident-but-wrong ungrounded outputs
6c0b0bbd-d2d2-0c24-c0c5-f89849fc4c42,field,,medium,public-facing AI safety documentary
6c6dfcf3-8d3f-d4c0-c849-7cfdb6de84e6,field,,high,research sprints and fellowships; talent development
6cb22533-358d-c3b9-3c74-0d8456701320,2.2,7.1,medium,fail-closed runtime blocking unauthorized agent execution
6d66a503-f3c3-5b2c-9e17-61b62a731c25,field,,high,AI safety co-working space; community infrastructure
6e0b7d47-ba9f-6dc9-92fe-c7484ec8aa14,not_ai,,medium,collective action coordination platform; no AI risk
6e398761-239b-a442-0e01-63c7bef9aa9d,7.4,7.1,high,training process transparency; detecting deception precursors
6e5b45ae-b896-9b22-2cb8-76834bda7d48,7.6,7.4,low,verifiable authorization and audit for AI agents
6e868e09-8a5a-28b8-e77f-9a786a011837,6.1,6.5,medium,voter organising against AI power concentration
6fbd8dbb-60af-1845-259e-a48075881895,field,,medium,AI risk documentary outreach
70034fff-3441-0773-00ca-f1b2897ca209,3.1,7.4,medium,preventing causal overclaiming by AI research agents
70e1d418-9b96-b402-f7d2-f75f8d68e5d4,5.2,6.5,medium,certifying genuine human oversight of AI
70e4d9e4-04e6-a2bd-30d5-1a9b08642ddc,7.2,2.2,low,independent adversarial safety scoring for agents
71a204cc-1e51-2394-5749-55ad4930e53f,7.1,,low,philosophical anthropology framework for alignment
71e60cbb-d22b-f50d-5269-410a935aca51,field,,high,AI journalism fellowships and grants
7245024e-2472-209b-36a5-e5bc886131d2,7.2,7.1,low,adversarial evaluation of frontier behavioural failure modes
7267698f-3c4e-3324-2be9-2db21e8f1487,7.1,7.4,high,stress-testing alignment auditing with model organisms
72c2a98c-fdad-4886-a375-fe4aef26c307,not_ai,,medium,YouTube show on broad EA causes
72f57178-9ada-792a-537a-7c10cc090ed6,7.3,,low,observatory monitoring post-deployment model drift
7361d55a-8e1e-72d3-1010-42b86a9e2cef,7.4,7.1,high,causal tests of chain-of-thought faithfulness
73700eb4-d004-3f3b-e8f1-9438f773f3c4,7.3,7.4,low,grounded association engine for trustworthy domain competence
737b7246-f3f5-268b-5ed6-f21a577043b4,5.1,3.1,high,sycophantic companion AI; emotional dependency and confabulation
73e4d35c-4be7-9d61-a21c-c4b06ccfdfcf,6.5,7.6,medium,agent identity audit and policy enforcement standard
741ee43d-c3c5-bf83-099d-be5799fa1058,7.1,,medium,fail-closed constraints against model authority drift
74219c6f-ac7f-875b-00b8-b1ac50a0f4ff,6.4,6.5,high,modelling AI competition and race dynamics
74582eda-0ae7-6ced-ca2a-3d5e2c962f3b,field,,high,maintaining alignment ecosystem infrastructure and directories
75029120-a8d0-0511-bf44-30c6eab7f12b,7.1,,high,debate protocols for AI control
759867e2-b917-40c6-1a5f-ce6c029940a4,1.3,7.2,medium,safety benchmark for low-resource African languages
75f139da-6032-23e8-1eaa-a0374d289233,field,,high,AI safety education operations in East Africa
760aa438-137d-ee2d-d0dd-2c34f0628bb0,7.4,,high,causal LLM interpretability scaling
76654896-1b9b-a551-90ea-d874f04c2ee0,field,,high,AI safety events and community infrastructure
76a8ef99-2f86-4e44-d098-ee370bac1661,7.4,6.5,medium,public ledger of undisclosed model changes
76c2c783-a4c5-6de7-ea21-bc24fdc968ed,5.1,,medium,overtrust and spiritual companion risks evaluation
76effddb-f026-bfc2-aef5-d21475249aac,field,,high,alignment seminar and fellowship programme
77e1407e-b7c9-8d1d-5b82-441f6c51e3ed,7.3,,low,hazard monitor for unstable LLM reasoning
784c6514-fe59-bc49-e6d1-79257aa12ff5,field,,high,Apart Research hackathons; talent pipeline
78ffdac3-4e7b-47f0-4f4d-e3d26d596fc0,not_ai,,high,digital health delivery in Uganda
79d13b3c-91b8-99ba-9474-7ddde143ed1a,3.1,7.3,high,runtime hallucination detection and drift monitoring
79ea1547-ff9f-e2a4-de1b-7ac08c1e6d10,field,,high,directory of AI safety people and organisations
7a2ef1c4-56a6-92a4-1fb0-299f3ce10b83,7.6,2.2,low,trust infrastructure for autonomous agent economy
7b5f20ad-984f-d9a9-3d4f-6b1d3d072f51,field,,low,vague independent behavioural research on models
7bbffa72-390c-388b-9f8d-88c9d5c5ddd1,field,,high,cost-effectiveness analysis of technical AI safety orgs
7bc9a0c8-b747-e95b-5064-1e6a59ca2775,field,,high,Hong Kong AI safety fieldbuilding
7c610521-58de-fdd8-b6b4-bffd14b62205,unknown,,high,text is a single word
7c61631e-7af2-54fd-7f44-8347748d03bb,7.2,7.1,medium,benchmark evaluating safety of LLM agents
7c7b4f70-6602-5f39-2592-6d7722980837,field,,high,Apart Research talent and research pipeline
7c921207-9050-e177-ef59-871c2742afba,7.1,2.2,low,persistent-memory agent safety benchmark
7cb58fb2-d7dc-6954-2714-b8a28f38be98,7.4,7.1,medium,mechanisms behind subliminal learning in models
7e438624-6e0a-2fd8-1257-d1208ba16c61,2.2,6.5,medium,adversarial jailbreak testing of governance middleware
7e6776be-b105-af7b-c586-3fd7ac25b3b2,3.1,,low,claim-state system reducing unsupported confident outputs
7ec9efa8-2bcd-7e64-52e4-9214b682fad1,6.5,,medium,equipping policymakers to engage with AI governance
80b0e3a9-9c76-da0c-53ee-41990567818b,field,,medium,leadership fellowship covering AI safety and pandemics
812dd4b0-645f-880c-b9c7-df69adf9790e,7.5,,high,documentary on machine consciousness and moral status
81889846-f111-8733-e743-d63e1dfbeb80,6.5,,high,global treaty-making process for AI governance
820ccb0c-8b57-c58f-f9e4-6082a5850d5c,6.5,6.4,medium,AI and quantum international governance research
822c4906-79c6-a811-1688-9f3517c6733c,7.4,,high,sparse autoencoder feature circuits interpretability
8235a002-aa6a-af3a-2778-5e6821bb8748,field,,medium,AI safety literacy training for businesses
82493623-29c3-f1ca-b87f-d1b8de55fe26,field,,high,public awareness media on AI extinction risk
828162ab-2fad-20c3-4196-a90f8fde04b8,field,,medium,AI risk literacy education for clinicians
83226d2f-13f2-ee24-4085-500db25b9579,field,,high,German AI safety talent field building
833663e8-3edb-5a50-06e3-0418439e45bf,6.4,6.5,medium,US-China AI competition coverage
83b46eba-0bc4-2651-847c-3494137c17e1,2.2,2.1,medium,persistent influence of untrusted retrieved content after resets
84206596-a346-f14e-0e66-7cc4bd939d94,7.1,,medium,teleological DAG formalism; agent foundations
84a87fa7-9a4c-1fc1-b956-9a2885e1b1b4,6.5,5.2,low,constitutional constraints for AI-assisted democratic governance
84d7c9f4-a3cf-3f7f-e597-713050fa33dc,4.2,,high,DNA synthesis screening against AI-enabled biorisk
84d9220f-ba30-0be3-cfac-969d4e257530,field,,medium,public awareness media about AGI existential risk
850710cc-8580-e0d9-feb7-4af3ac5c7410,7.5,,medium,digital minds dialogue and constitution
854f6f04-1b7e-6117-3956-df95627267db,7.1,,low,runtime behavioural conditioning for safer outputs
860d9400-89d3-6e1b-e779-925fdaa6a366,7.1,,low,live theory alignment residency
861d37f9-cb27-1a58-d054-3f3898a4f784,7.1,,medium,architectural alignment against drift and misalignment
862be733-0269-a3a7-f845-50d9d18efc2e,field,,high,graduate study for AI governance career
867e10bc-a770-3c38-6054-bfda7ff0967d,field,,medium,AI safety outreach through musical theatre
86b134c7-263a-b3c1-02ec-0f84302c54b3,7.6,7.4,high,adversarial multi-agent embodied benchmark plus mechinterp
86e7b963-c8b0-9611-04fe-27890b92acb5,field,,medium,AI risk fiction outreach
8752981f-4304-facb-5478-fe02226cf844,4.2,6.4,medium,LLM-enabled cyberattack escalation and national security
87c691e6-dd16-f77d-58df-46db056b8328,6.4,6.5,medium,conditional forecasts on pause and treaty policies
87e44e6c-ae25-f583-5832-bb85992c0960,field,7.1,medium,modelling likelihood of AI existential catastrophe
88224bde-c3fa-f0ed-abae-afb2b3375182,not_ai,,high,AI for disaster response; no risk angle
893bab8f-d500-f1d4-ef7c-2c778417456e,field,6.5,medium,French AI safety centre spanning advocacy R&D field-building
899e38f1-cd67-7bc6-55b8-d5c69cfc7ba1,7.3,7.4,medium,benchmark for inspectable agent tool-routing failures
89e07fba-1066-ba99-0154-1fe7678f0b11,field,,high,practical AI safety training programme
89fafb22-5bf3-2307-dc1d-ac3e7c819003,1.3,1.1,high,medical LLMs performing worse for some patient groups
8a4850ea-de6b-96d1-5d9c-29b8509c16d6,7.4,7.1,high,model internals of persona selection
8a5c6661-bbfd-6e62-beda-311d3a72626a,field,,high,career transition and conference upskilling
8ad042c3-e92e-f5be-1efc-c6235145c6e3,7.4,,high,mechanistic interpretability book for social scientists
8bd6c036-9ed6-e04a-449c-fd777b5cfb2f,field,,high,coaching to retain alignment researchers
8bde0c82-c5bb-b9ef-00e7-57a2e350020d,field,,medium,musical raising public AI risk awareness
8c3ad9b9-22cf-ebf0-ba2b-ef33114b201a,2.1,,high,portable AI memory with cryptographic erasure
8c525e6f-1a21-df4a-0a3f-510104a00c91,not_ai,,high,decentralized randomness protocol
8ca16ea8-f548-e9d0-34b7-3aa5670b2a5c,6.5,,medium,enabling whistleblowing oversight at AI companies
8cb20d36-d93e-5747-6a92-41be45143079,7.6,2.2,medium,verifying delegated authorization across AI agents
8cb9188b-9304-be87-9952-70f2e272aee5,7.3,5.1,low,benchmark for tracking users' changing beliefs
8cc5d466-3c81-f44f-69b6-b94588942f8f,field,,medium,AI safety communications and career transition
8d12336b-007f-670f-3e19-7c92bf586193,6.4,,medium,attempt to slow capabilities race
8d44b881-e481-69c0-175c-a94454933f9a,field,,high,AI safety science communication channel
8d8705ab-8fa1-c06e-0007-e4e1d3a26748,3.1,,high,LLM judges approving fabricated claims
8d961c45-85a2-95db-2122-6f34a330f4e2,6.5,7.1,high,AIPI; policymaker education and AGI governance advocacy
8de8f1fa-f4ca-52f1-0678-a4ee3d3ecb78,not_ai,,low,capabilities training-order research; no risk angle
8eaafe68-89b1-3210-3ea6-a2ffe8bb38fb,not_ai,,low,attention perturbation for creativity; no risk angle
8edb3669-abe1-3331-311f-7532cf2557fc,7.1,,medium,structural alignment pipeline against foundational principles
8efc3cb9-3a5b-71c3-acfd-eab5c35a3978,7.1,,medium,control layer limiting autonomous coding agents
8fb4e431-10f0-4da2-2672-122f32fa7ced,field,,high,marketing for AI safety field-building organisations
8fd1b8d9-4bc2-308a-c453-35d7f696b518,3.2,3.1,medium,inspecting framing and omissions in AI answers
8fd7b74e-1230-3418-507a-d3974476ec9e,1.3,7.3,medium,quantization degrading safety in low-resource languages
901e8715-016b-c16f-3515-e438bfb4e344,not_ai,,medium,AI tooling for crime investigation; no risk angle
