program,grant_id,year,year_basis,grantee,amount_usd,summary
2015-grant-program,fli/2015-grant-program/27,2015,slug,Teaching AI Systems Human Values Through Human-Like Concept Learning,20000.0,"AI systems will need to understand human values in order to respect them. This requires having similar concepts as humans do. We will research whether AI systems can be made to learn their concepts in the same way as humans learn theirs. This will involve a literature review of the relevant fields, as well as experimental work. We are particularly interested in a branch of machine learning called deep learning. The concepts learned by deep learning agents seem to be similar as the ones that have been documented in psychology. We will attempt to apply existing deep learning methodologies for learning what we call moral concepts, concepts through which moral values are defined. In addition, we will investigate a particular hypothesis of how we develop our concepts and values in the first place. Technical Abstract Autonomous AI systems will need to understand human values in order to respect them. This requires having similar concepts as humans do. We will research whether AI systems can be made to learn their concepts in the same way as humans learn theirs. This will involve a literature review of the relevant fields, as well as experimental work. Both human concepts and the representations of deep learning models seem to involve a hierarchical structure, among other similarities. For this reason, we will attempt to apply existing deep learning methodologies for learning what we call moral concepts, concepts through which moral values are defined. In addition, we will investigate the extent to which reinforcement learning affects the development of our concepts and values."
2015-grant-program,fli/2015-grant-program/28,2015,slug,Towards a Code of Ethics for AI Research,125000.0,"Codes of ethics play an important role in many sciences. Such codes aim to provide a framework within which researchers can understand and anticipate the possible ethical issues that their research might raise, and to provide guidelines about what is, and is not, regarded as ethical behaviour. In the medical sciences, for example, codes of ethics are fundamentally embedded within the research culture of the discipline, and explicit consideration of ethical issues is a standard expectation when research projects are planned and undertaken. In this project, we aim to start developing a code of ethics for AI research by learning from this interdisciplinary experience and extending its lessons into new areas. The project will bring together three Oxford researchers with expertise in artificial intelligence, philosophy, and applied ethics. Technical Abstract Codes of ethics play an important role in many sciences. Such codes aim to provide a framework within which researchers can understand and anticipate the possible ethical issues that their research might raise, and to provide guidelines about what is, and is not, regarded as ethical behaviour. In the medical sciences, especially, codes of ethics are fundamentally embedded within the research culture, and explicit consideration of ethical issues is a standard expectation when research projects are planned and undertaken. The aim of this project is to develop a solid basis for a code of artificial intelligence (AI) research ethics, learning from the scientific and medical community’s experience with existing ethical codes, and extending its lessons into three important and representative areas where artificial intelligence comes into contact with ethical concerns: AI in medicine and biomedical technology, autonomous vehicles, and automated trading agents. We will also explore whether the design of ethical research codes might usefully anticipate, and potentially ameliorate, the risks of future research into superintell"
2015-grant-program,fli/2015-grant-program/29,2015,slug,Towards Safer Inductive Learning,134247.0,"“I don’t know” is a safe and appropriate answer that people provide to many posed questions. To appropriately act in a variety of complex tasks, our artificial intelligence systems should incorporate similar levels of uncertainty. Instead, state-of-the-art statistical models and algorithms that enable computer systems to answer such questions based on previous experience often produce overly confident answers. Due to widely used modeling assumptions, this is particularly true when new questions come from situations that differ substantially from previous experience. In other words, exactly when human-level intelligence provides less certainty when generalizing from the known to the unknown, artificial intelligence tends to provide more. Rather than trying to engineer fixes to this phenomenon into existing methods, We propose a more pessimistic approach based on the question: “What is the worst-case possible for predictive data that still matches with previous experiences (observations)?” We propose to analyze the theoretical benefits of this approach and demonstrate its applied benefits on prediction tasks. Technical Abstract Reliable inductive reasoning that uses previous experiences to make predictions of unseen information in new situations is a key requirement for enabling useful artificial intelligence systems. Tasks ranging over recognizing objects in camera images, predicting the outcomes of possible autonomous system controls, and understanding the intentions of other intelligent entities each depend on this type of reasoning. Unfortunately, existing techniques produce significant unforeseen errors when the underlying statistical assumptions they are based upon do not hold in reality. The nearly ubiquitous assumption that estimated relationships in future situations will be similar to previous experiences (i.e., past and future data is assumed to be exchangeable or independent and identically distributed–IID–according to a common distribution) is particularl"
2015-grant-program,fli/2015-grant-program/30,2015,slug,Understanding and Mitigating AI Threats to the Financial System,200000.0,"The devastation of the 2008 financial crisis remains a fresh memory seven years later, and its effects still reverberate in the global economy. The loss of trillions of dollars in output, and associated tragedy of displacement for millions of people demonstrate in the most vivid way the crucial role of a functional financial system for modern civilization. Unlike physical disasters, financial crises are essentially information events: shocks in the beliefs and expectations of individuals and organizations–about asset values, ability of counterparties to meet obligations, etc.–that nevertheless have real consequences for everyone. This pivotal and fragile sector also happens to be at the leading edge of autonomous computational (AI) decision making. For large classes of financial assets, trading is dominated by algorithms, or “bots”, operating at speeds well beyond the scale of human reaction times. This regime change is a fait accompli, despite our unresolved debates and generally poor understanding of its implications for fundamental market stability as well as performance and efficiency. We propose a systematic in-depth study of AI risks to the financial system. Our goals are to identify the main pathways of concern and generate constructive solutions for making financial infrastructure more robust to interaction with AI participants. Technical Abstract The financial system presents a critical sector of our society, at the leading-edge of AI engagement and especially vulnerable to impact from near-term AI advances. Algorithmic and high-frequency trading now dominate financial markets, yet their implications for market stability are poorly understood. In this project we undertake a systematic investigation of how AI traders can impact market stability, and how extreme movements in securities markets in turn can impact the real economy. We develop a general framework for automated trading based on a flexible architecture for arbitrage reasoning. Through agent-based "
2015-grant-program,fli/2015-grant-program/31,2015,slug,Understanding when a deep network is going to be wrong,121642.0,"Deep learning architectures have fundamentally changed the capabilities of machine learning and benefited many applications such as computer vision, speech recognition, natural language processing, with many more influences to other problems coming along. However, very little is understood about those networks. Months of manual tuning is required for obtaining excellent performance, and the trained networks are often not robust: recent studies have shown that the error rate increases significantly with just slight pixel-level perturbations in image that are not even perceivable by human eyes. In this proposal, The PI propose to thoroughly study the optimization and robustness of deep convolutional networks in visual object recognition, in order to gain more understanding about deep learning. This includes training procedures that will make deep learning more automatic and lead to less failures in training, as well as confidence estimates when the deep network is utilized to predict on new data. The confidence estimates can be used to control the behavior of a robot employing deep learning so that it will not go on to perform maneuvers that could be dangerous because of erroneous predictions. Understanding these aspects would also be helpful in designing potentially more robust networks in the future. Technical Abstract This work will focus on predicting whether a deep convolutional neural network (CNN) has succeeded. This includes two aspects, first, to find an explanation of why and when can the stochastic optimization in a deep CNN succeed without overfitting and obtain high accuracy. Second, to establish an estimate of confidence of the predictions of the deep learning architecture. Those estimates of confidence can be used as safeguards when utilizing those networks in real life. In order to establish those estimates, this work proposes to start from intuitions drawn from empirical analyses from the training procedure and model structures of deep learning. In-de"
2015-grant-program,fli/2015-grant-program/32,2015,slug,Value Alignment and Moral Metareasoning,342727.0,"Developing AI systems that are benevolent towards humanity requires making sure that those systems know what humans want. People routinely make inferences about the preferences of others and use those inferences as the basis for helping one another. This project aims to provide AI systems a similar ability to learn from observations, in order to better align the values of those systems with those of humans. Doing so requires dealing with some significant challenges: If we ultimately develop AI systems that can reason better than humans, how do we make sure that those AI systems are able to take human limitations into account? The fact that we haven’t yet cured cancer shouldn’t be taken as evidence that we don’t really care about it. Furthermore, once we have made an AI system that can reason about human preferences, that system then has to trade off time spent in deliberating about the right course of action with the need to act as quickly as possible – it needs to deal with its own computational limitations as it makes decisions. We aim to address both these challenges by examining how intelligent agents (be they humans or computers) should make these tradeoffs. Technical Abstract AI research has focused on improving the decision-making capabilities of computers, i.e., the ability to select high-quality actions in pursuit of a given objective. When the objective is aligned with the values of the human race, this can lead to tremendous benefits. When the objective is misaligned, improving the AI system’s decision-making may lead to worse outcomes for the human race. The objectives of the proposed research are (1) to create a mathematical framework in which fundamental questions of value alignment can be investigated; (2) to develop and experiment with methods for aligning the values of a machine (whether explicitly or implicitly represented) with those of humans; (3) to understand the relationships among the degree of value alignment, the decision-making capability "
2015-grant-program,fli/2015-grant-program/33,2015,slug,Verifying Deep Mathematical Properties of AI Systems,100813.0,"Artificial Intelligence (AI) is a broad and open-ended research area, and the risks that AI systems will pose in the future are extremely hard to characterize. However, it seems likely that any AI system will involve substantial software complexity, will depend on advanced mathematics in both its implementation and justification, and will be naturally flexible and seem to degrade gracefully in the presence of many types of implementation errors. Thus we face a fundamental challenge in developing trustworthy AI: how can we build and maintain complex software systems that require advanced mathematics in order to implement and understand, and which are all but impossible to verify empirically? We believe that it will be possible and desirable to formally state and prove that the desired mathematical properties hold with respect to the underlying programs, and to maintain such proofs as part of the software artifacts themselves. We propose to demonstrate the feasibility of this methodology by building a system that takes beliefs about the world in the form of probabilistic models, synthesizes inference algorithms to update those beliefs in the presence of observations, and provides formal proofs that the inference algorithms are correct with respect to the laws of probability. Technical Abstract It seems likely that any AI system will involve substantial software complexity, will depend on advanced mathematics in both its implementation and justification, and will be naturally flexible and seem to degrade gracefully in the presence of many types of implementation errors. Thus we face a fundamental challenge in developing trustworthy AI: how can we build and maintain complex software systems that require advanced mathematics in order to implement and understand, and which are all but impossible to verify empirically? We believe that it will be possible and desirable to formally state and prove that the desired mathematical properties hold with respect to the underlying p"
2018-grant-program,fli/2018-grant-program/0,2018,slug,Ad hoc Teamwork and Moral Feedback as a Framework for Safe Robot Behavior,200000.0,
2018-grant-program,fli/2018-grant-program/1,2018,slug,Factored Cognition: Amplifying Human Cognition for Safely Scalable AGI,225000.0,
2018-grant-program,fli/2018-grant-program/2,2018,slug,Governance of AI Programme,276000.0,
2018-grant-program,fli/2018-grant-program/3,2018,slug,Incentives for Safety Agreement Compliance in AI Race,224747.0,
2018-grant-program,fli/2018-grant-program/4,2018,slug,Paradigms of Artificial General Intelligence and Their Associated Risks,220000.0,
2018-grant-program,fli/2018-grant-program/5,2018,slug,Reverse Engineering Fair Cooperation,150000.0,
2018-grant-program,fli/2018-grant-program/6,2018,slug,Safe Learning and Verification of Human-AI Systems,250000.0,
2018-grant-program,fli/2018-grant-program/7,2018,slug,The Control Problem for Universal AI: A Formal Investigation,276000.0,
2018-grant-program,fli/2018-grant-program/8,2018,slug,Utility Functions: A Guide for Artificial General Intelligence Theorists,78289.0,
2018-grant-program,fli/2018-grant-program/9,2018,slug,Value Alignment and Multi-agent Inverse Reinforcement Learning,100000.0,
2021-grants,fli/2021-grants/0,2021,slug,Improve the News Foundation,3250000.0,"General support.  The Improve the New Foundation works to empower people to rise above controversies and understand the world in a nuanced way. Its vision is a world with less hate and more understanding, where society has reasoned compassion, constructive discourse, and well-informed decision-making."
2021-grants,fli/2021-grants/1,2021,slug,The Future Society,120000.0,General support. The Future Society (TFS) is an independent nonprofit organization based in US and Europe with a mission to align AI through better governance.
2021-grants,fli/2021-grants/2,2021,slug,Wise Ancestors,106000.0,"Support for a pilot and initial funding for Wise Ancestors.  The Wise Ancestors platform interweaves genomic sequencing, biobanking, and Indigenous Knowledge to create, fund and complete Conservation Challenges, accelerating the conservation of Earth's biodiversity for the benefit of all. Our other grant programs 2025 Grants Completed Request for Proposals on religious projects tackling the challenges posed by the AGI race Completed 2024 Grants Funds allocated All Grant Programs Sign up for the Future of Life Institute newsletter Join 70,000+ others receiving periodic updates on our work and focus areas. View previous editions Steering transformative technology towards benefiting life and away from extreme large-scale risks. Our Mission Focus areas Artificial Intelligence Biotechnology Nuclear Weapons Our work Policy & Research Futures Communications Grantmaking Our content Articles Podcasts Newsletters Open letters About us Our people Our history Careers Donate Finances FAQs Contact us Accessibility Media room Report a broken link Accessibility Media room Report a broken link ©  2026 Future of Life Institute. All rights reserved. Visit our Facebook Visit our Twitter Visit our LinkedIn Visit our YouTube channel {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":{""href_matches"":[""/wp-*.php"",""/wp-admin/*"",""/wp-content/uploads/*"",""/wp-content/*"",""/wp-content/plugins/*"",""/wp-content/themes/twentytwenty/*"",""/wp-content/themes/oxygen-is-not-a-theme/*"",""/*\\?(.+)""]}},{""not"":{""selector_matches"":""a[rel~=\""nofollow\""]""}},{""not"":{""selector_matches"":"".no-prefetch, .no-prefetch a""}}]},""eagerness"":""conservative""}]} question-circle angle-down cloud magnifier cross arrow-up arrow_back arrow_forward business_center keyboard_arrow_down memory attach_money monetization_on wifi_tethering mail av_timer library_books recent_actors account_balance_wallet fingerprint gavel language linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blan"
2022-grants,fli/2022-grants/0,2022,slug,Foresight Institute,1000000.0,"Founded in 1987, Foresight Institute supports the beneficial development of high-impact technology to make great futures more likely. In this spirit, Foresight Institute runs the Existential Hope project, which aims to bring together and create resources, projects and organizations to help onboard and coordinate a global community across future-positive organizations and projects."
2022-grants,fli/2022-grants/1,2022,slug,University of California at Berkeley,450000.0,"The AI Policy Hub is housed at the AI Security Initiative at the University of California, Berkeley’s Center for Long-Term Cybersecurity (CLTC), and the University of California’s CITRIS Policy Lab at the Center for Information Technology Research in the Interest of Society and the Banatao Institute (CITRIS). The UC Berkeley AI Policy Hub is training a new generation of AI policy talent to shape the future of artificial intelligence in the public interest. This prestigious fellowship program strengthens interdisciplinary research approaches to AI policy while expanding inclusion of diverse perspectives. The Hub supports annual cohorts of graduate student researchers who conduct innovative research and make meaningful contributions to the AI policy landscape. Fellows receive faculty and staff mentorship, access to world-renowned experts and hands-on training sessions, connections with policymakers and other decision-makers, and opportunities to share their work at a public symposium."
2022-grants,fli/2022-grants/2,2022,slug,University of Cambridge,1000000.0,"Centre for the Study of Existential Risk (CSER) is an interdisciplinary research centre within the University of Cambridge that studies existential risks, develops collaborative strategies to reduce them, and fosters a global community of academics, technologists and policymakers working to safeguard humanity. Support from the Future of Life Institute over the last year has, in particular, enabled CSER to fund a full five-year position for its next Director. Professor Matthew Connelly will serve as Director beginning July 2023. It wouldn't have been possible to recruit a Director, and of this caliber, without FLI's support. The director's work will support research and impact across a range of activity. In 2022, this included: Publishing 24 publications, including in leading journals like Nature, Nature Sustainability and the Proceedings of the National Academies of Science. This includes widely-covered and agenda-setting papers on  Climate Endgame: Exploring catastrophic climate change scenarios and  Huge volcanic eruptions: time to prepare . Hosting a biannual Cambridge Conference on Catastrophic Risk, a fortnight programme of intensive engagement, a dozen academic visitors and several workshops. These grow and foster the academic community working on existential risks. Advising governments and international organisations on existential risks. This includes the UN Secretary-General, the UK, the EU, the US, WHO, BWC, OECD and more. This has covered general resilience and pandemic preparedness after the pandemic, nuclear risks of the Russian invasion, and AI/AGI finally arriving on the political agenda. Engaging the public in these crucial issues with extensive, worldwide media engagement."
2022-grants,fli/2022-grants/3,2022,slug,University of Southern California,170000.0,"Hollywood, Health & Society (HH&S) is a program of the University of Southern California Annenberg Norman Lear Center that provides the entertainment industry with accurate and up-to-date information for storylines on health, safety and security. HH&S recognizes the profound impact that entertainment has on audience knowledge and behavior. FLI made a grant to HH&S to support their work on educating on i) the risks of nuclear weapons, ii) the risks of irresponsible uses of AI, such as autonomous weapons, and to iii) encourage the development of positive visions of the future with responsible AI development. FLI was also a partner in launching the  BlueSky Screenwriting Competition , which invited screenwriters to submit pilot scripts set in a positive future that included themes of racial equity, climate change mitigation or adaptation, advancements toward peace, and incorporating the beneficial use of AI."
2022-grants,fli/2022-grants/4,2022,slug,Wise Ancestors,1113685.0,"The Wise Ancestors platform interweaves genomic sequencing, biobanking, and Indigenous Knowledge to create, fund and complete Conservation Challenges, accelerating the conservation of Earth's biodiversity for the benefit of all. Our other grant programs 2025 Grants Completed Request for Proposals on religious projects tackling the challenges posed by the AGI race Completed 2024 Grants Funds allocated All Grant Programs Sign up for the Future of Life Institute newsletter Join 70,000+ others receiving periodic updates on our work and focus areas. View previous editions Steering transformative technology towards benefiting life and away from extreme large-scale risks. Our Mission Focus areas Artificial Intelligence Biotechnology Nuclear Weapons Our work Policy & Research Futures Communications Grantmaking Our content Articles Podcasts Newsletters Open letters About us Our people Our history Careers Donate Finances FAQs Contact us Accessibility Media room Report a broken link Accessibility Media room Report a broken link ©  2026 Future of Life Institute. All rights reserved. Visit our Facebook Visit our Twitter Visit our LinkedIn Visit our YouTube channel {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":{""href_matches"":[""/wp-*.php"",""/wp-admin/*"",""/wp-content/uploads/*"",""/wp-content/*"",""/wp-content/plugins/*"",""/wp-content/themes/twentytwenty/*"",""/wp-content/themes/oxygen-is-not-a-theme/*"",""/*\\?(.+)""]}},{""not"":{""selector_matches"":""a[rel~=\""nofollow\""]""}},{""not"":{""selector_matches"":"".no-prefetch, .no-prefetch a""}}]},""eagerness"":""conservative""}]} question-circle angle-down cloud magnifier cross arrow-up arrow_back arrow_forward business_center keyboard_arrow_down memory attach_money monetization_on wifi_tethering mail av_timer library_books recent_actors account_balance_wallet fingerprint gavel language linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blank linkedin-blank pinterest youtube twitter instagram window.w"
2023-grants,fli/2023-grants/0,2023,slug,AI Impacts,162000.0,"General support. AI Impacts performs research related to the future of AI. They aim to answer decision-relevant questions in the most neglected areas of AI strategy and forecasting. The intended audience includes researchers doing work related to artificial intelligence, philanthropists involved in funding research related to artificial intelligence, and policy-makers whose decisions may be influenced by their expectations about artificial intelligence."
2023-grants,fli/2023-grants/1,2023,slug,AI Objectives Institute,500000.0,"Support for the Talk to the City and Moral Mirror projects. AI Objectives Institute (AOI) is a non-profit research lab of leading builders and researchers. AOI brings together a network of volunteer researchers from top AI labs with product builders and experts from psychology, political theory and economics for a sociotechnical systems perspective on AI dynamics as well as post-singularity outcomes, improving odds that human values thrive in a world of rapidly deployed, extremely capable AI systems evolving with existing institutions and incentives."
2023-grants,fli/2023-grants/2,2023,slug,Alignment Research Center,1401000.0,"Support for the Alignment Research Center (ARC) Evaluation (Evals) Team. Evals is a new team at ARC building capability evaluations (and in the future, alignment evaluations) for advanced ML models. The goals of the project are to improve our understanding of what alignment danger is going to look like, understand how far away we are from dangerous AI, and create metrics that labs can make commitments around."
2023-grants,fli/2023-grants/3,2023,slug,Berkeley Existential Risk Initiative,481000.0,"Support for the Berkeley Existential Risk Initiative's (BERI) collaboration with The Center for Human-Compatible Artificial Intelligence (CHAI). BERI’s mission is to improve human civilization’s long-term prospects for survival and flourishing. Currently, its main strategy is collaborating with university research groups working to reduce existential risk by providing them with free services and support. CHAI’s mission is to develop the conceptual and technical wherewithal to reorient the general thrust of AI research towards provably beneficial systems."
2023-grants,fli/2023-grants/4,2023,slug,"Center for AI Safety, Inc.",22000.0,"General support. The Center for AI Safety (CAIS) exists to ensure the safe development and deployment of AI. AI risk has emerged as a global priority, ranking alongside pandemics and nuclear war. Despite its importance, AI safety remains remarkably neglected, outpaced by the rapid rate of AI development. Currently, society is ill-prepared to manage the risks from AI. CAIS exists to equip policymakers, business leaders, and the broader world with the understanding and tools necessary to manage AI risk."
2023-grants,fli/2023-grants/5,2023,slug,Center for Humane Technology,500000.0,"Support for AI-related policy work and messaging cohesion within the AI xrisk community. The Center for Humane Technology works to align technology with humanity’s best interests. They envision a world with technology that respects our attention, improves our well-being, and strengthens communities."
2023-grants,fli/2023-grants/6,2023,slug,Centre for Long-Term Resilience (Alpenglow Group Limited),769000.0,"General support. The Centre for Long-Term Resilience (CLTR) is an independent think tank based in the UK with a mission to transform global resilience to extreme risks. They do this by working with governments and other institutions to improve relevant governance, processes, and decision making. They believe that extreme risks pose some of the biggest challenges of the 21st Century, and want to work with a wide range of people and organisations who share their goals. As a result, they aim to collaborate with a broad coalition of policymakers, academics, think tanks and private-sector risk experts."
2023-grants,fli/2023-grants/7,2023,slug,Collective Intelligence Project,150000.0,"Support for the Alignment Assemblies for Legitimate AI Governance project. The Collective Intelligence Project is an experimental R&D organization that advances collective intelligence capabilities (meaning tools and systems for better constructing and cooperating towards shared goals) for effective collective governance of AI and other transformative technologies. Its mission is to direct technological development towards the collective good by making it possible to elicit and execute on collective values, and in doing so, to avoid disproportionate risks and harness benefits."
2023-grants,fli/2023-grants/8,2023,slug,"FAR AI, Inc.",1858000.0,General support. FAR accelerates neglected but high-potential AI safety research agendas. It supports projects that are either too large to be led by academia or overlooked by the commercial sector as they are unprofitable. FAR AI’s mission is to ensure AI systems are trustworthy and beneficial to society.
2023-grants,fli/2023-grants/9,2023,slug,Foresight Institute,290000.0,"Support for the Existential Hope and Tech Tree Programs. Foresight Institute supports the development of beneficial high-impact technology to make great futures more likely. Their work to make flourishing futures for life more likely is mainly done by selectively advancing beneficial uses of high-impact science and technology via five technical interest groups focusing on 1) Molecular Machines: atomically precise control of matter, 2) Biotech: reverse aging and improve cognition, 3) Computer Science: secure decentralized human AI cooperation, 4) Neurotech: Improving Cognition, 5) Space: Expanding outward."
2023-grants,fli/2023-grants/10,2023,slug,"Ought, Inc.",358000.0,"General support. Ought is a product-driven research lab that develops mechanisms for delegating high-quality reasoning to advanced machine learning systems. Ought is building Elicit, a research assistant using language models to scale up high-quality reasoning in the world. Ought also conducts research to advocate for supervising the process of machine learning systems, not just their outcomes, so that we can avoid alignment risks from goal misspecification and opaque AI systems."
2023-grants,fli/2023-grants/11,2023,slug,Oxford China Policy Lab,252000.0,"General support. The Oxford China Policy Lab (OCPL) is a non-partisan group of researchers based at the University of Oxford. Its overarching goal is to mitigate the possibility of global risk associated with US-China great power competition (GPC), with a particular focus on risks stemming from artificial intelligence and other emerging technologies."
2023-grants,fli/2023-grants/12,2023,slug,"Redwood Research Group, Inc.",500000.0,"General Support. Redwood Research Group’s main work is doing theoretical and applied AI alignment research. They are especially interested in practical projects that are motivated by theoretical arguments for how the techniques we develop might successfully scale to the superhuman regime. They also run Constellation, a co-working space with members from ARC, MIRI, OpenPhil, Redwood, and some other organizations."
2023-grants,fli/2023-grants/13,2023,slug,The Future Society,365000.0,General support. The Future Society (TFS) is an independent nonprofit organization based in US and Europe with a mission to align AI through better governance.
2023-grants,fli/2023-grants/14,2023,slug,The University of Chicago,380000.0,"Support for the University of Chicago's Existential Risk Laboratory (XLab). At this stage, XLab is focused on building student and faculty interest in existential risk through a postdoctoral fellowship, undergraduate courses, and a summer research fellowship. These activities are aimed at ultimately being able to offer a minor in Existential Risk Studies through an entity with active faculty research groups."
2023-grants,fli/2023-grants/15,2023,slug,University of California at Berkeley,600000.0,"The AI Policy Hub is housed at the AI Security Initiative at the University of California, Berkeley’s Center for Long-Term Cybersecurity (CLTC), and the University of California’s CITRIS Policy Lab at the Center for Information Technology Research in the Interest of Society and the Banatao Institute (CITRIS). The UC Berkeley AI Policy Hub is training a new generation of AI policy talent to shape the future of artificial intelligence in the public interest. This prestigious fellowship program strengthens interdisciplinary research approaches to AI policy while expanding inclusion of diverse perspectives.The Hub supports annual cohorts of graduate student researchers who conduct innovative research and make meaningful contributions to the AI policy landscape. Fellows receive faculty and staff mentorship, access to world-renowned experts and hands-on training sessions, connections with policymakers and other decision-makers, and opportunities to share their work at a public symposium. Our other grant programs 2025 Grants Completed Request for Proposals on religious projects tackling the challenges posed by the AGI race Completed 2024 Grants Funds allocated All Grant Programs Sign up for the Future of Life Institute newsletter Join 70,000+ others receiving periodic updates on our work and focus areas. View previous editions Steering transformative technology towards benefiting life and away from extreme large-scale risks. Our Mission Focus areas Artificial Intelligence Biotechnology Nuclear Weapons Our work Policy & Research Futures Communications Grantmaking Our content Articles Podcasts Newsletters Open letters About us Our people Our history Careers Donate Finances FAQs Contact us Accessibility Media room Report a broken link Accessibility Media room Report a broken link ©  2026 Future of Life Institute. All rights reserved. Visit our Facebook Visit our Twitter Visit our LinkedIn Visit our YouTube channel {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_match"
2024-grants,fli/2024-grants/0,2024,slug,Encode,250000.0,General Support. Encode are young people mobilizing policymakers and the public for a future where human-centered artificial intelligence fulfills its transformative potential.
2024-grants,fli/2024-grants/1,2024,slug,Federation of American Scientists (FAS),1500000.0,"To investigate the implications of artificial intelligence on global risk. The 18-month project supports FAS’s efforts to bring together the world’s leading security and technology experts to better understand and inform policy on the nexus between AI and several global issues, including nuclear deterrence and security, bioengineering, autonomy and lethality, and cyber security-related issues. The Federation of American Scientists works to advance progress on a broad suite of contemporary issues where science, technology, and innovation policy can deliver dramatic progress, and seeks to ensure that scientific and technical expertise have a seat at the policymaking table. Established in 1945 by scientists in response to the atomic bomb, FAS continues to work on behalf of a safer, more equitable, and more peaceful world."
2024-grants,fli/2024-grants/2,2024,slug,International Association for Safe and Ethical AI (IASEAI),1850000.0,"General support. The International Association for Safe and Ethical AI (IASEAI) is a nonprofit organization founded to address the risks and opportunities associated with rapid advances in AI. Its mission is to ensure that AI systems are guaranteed to operate safely and ethically; and to shape policy, promote research, and build understanding and community around this goal."
2024-grants,fli/2024-grants/3,2024,slug,Tarbell,150000.0,"Support for Tarbell Grants which funds established journalists to pursue original reporting on current & future harms from AI. Topics may include frontier models, the inner workings of leading AI companies, lobbying efforts shaping AI policy, and explanatory reporting that helps the public understand complicated topics in AI. Tarbell works to build a global community of expert journalists covering artificial intelligence with the scrutiny it deserves."
2024-grants,fli/2024-grants/4,2024,slug,The Elders,294160.0,"Support for the Long-View Leadership project. Long-view leadership means showing the determination to resolve intractable problems not just manage them, the wisdom to make decisions based on scientific evidence and reason, and the humility to listen to all those affected. Long-view leaders must have the moral strength to address both current concerns and long-term risks, often at the expense of vested interests.The Elders was founded by Nelson Mandela in 2007. It is an independent group of global leaders working for peace, justice, human rights and a sustainable planet."
2024-grants,fli/2024-grants/5,2024,slug,University of Virginia,109564.0,"To support Professor Anton Korinek's research on the economics of transformative AI. In 1819, Thomas Jefferson founded the University of Virginia and inaugurated a bold experiment – a public university designed to advance human knowledge, educate leaders and cultivate an informed citizenry. Our other grant programs 2025 Grants Completed Request for Proposals on religious projects tackling the challenges posed by the AGI race Completed Multistakeholder Engagement for Safe and Prosperous AI Completed All Grant Programs Sign up for the Future of Life Institute newsletter Join 70,000+ others receiving periodic updates on our work and focus areas. View previous editions Steering transformative technology towards benefiting life and away from extreme large-scale risks. Our Mission Focus areas Artificial Intelligence Biotechnology Nuclear Weapons Our work Policy & Research Futures Communications Grantmaking Our content Articles Podcasts Newsletters Open letters About us Our people Our history Careers Donate Finances FAQs Contact us Accessibility Media room Report a broken link Accessibility Media room Report a broken link ©  2026 Future of Life Institute. All rights reserved. Visit our Facebook Visit our Twitter Visit our LinkedIn Visit our YouTube channel {""prefetch"":[{""source"":""document"",""where"":{""and"":[{""href_matches"":""/*""},{""not"":{""href_matches"":[""/wp-*.php"",""/wp-admin/*"",""/wp-content/uploads/*"",""/wp-content/*"",""/wp-content/plugins/*"",""/wp-content/themes/twentytwenty/*"",""/wp-content/themes/oxygen-is-not-a-theme/*"",""/*\\?(.+)""]}},{""not"":{""selector_matches"":""a[rel~=\""nofollow\""]""}},{""not"":{""selector_matches"":"".no-prefetch, .no-prefetch a""}}]},""eagerness"":""conservative""}]} question-circle angle-down cloud magnifier cross arrow-up arrow_back arrow_forward business_center keyboard_arrow_down memory attach_money monetization_on wifi_tethering mail av_timer library_books recent_actors account_balance_wallet fingerprint gavel language linkedin facebook pinterest youtube rss tw"
2025-grants,fli/2025-grants/0,2025,slug,Bureau of Investigative Journalism,487000.0,"Support for ""Unmasking AI,"" an initiative examining the AI ecosystem's potential threats to society, security, and human lives. The team will focus on the relationship between Big Tech and governments, ethical risks, and systemic AI threats, with the ultimate goals of driving public awareness and influencing policy and regulatory changes in AI.  FLI does not exercise editorial control over the initiative's reporting."
2025-grants,fli/2025-grants/1,2025,slug,Center for AI Risk Management & Alignment (CARMA),2300000.0,"General support. CARMA’s mission is to lower the risks to society and the environment from transformative AI through research and advocacy of that research. CARMA is fiscally sponsored by Social & Environmental Entrepreneurs, Inc."
2025-grants,fli/2025-grants/2,2025,slug,Faith Matters Foundation,174000.0,"Support for ""Organized Intelligence,"" an initiative that brings together Latter-day Saint voices from across disciplines to explore the ethical, social, and spiritual dimensions of AI. As a technology that mimics aspects of human intelligence, AI raises profound questions about what it means to be human, questions that intersect with core Latter-day Saint doctrines, beliefs, and practices."
2025-grants,fli/2025-grants/3,2025,slug,Foresight Institute,485000.0,"Support to expand the Existential Hope program. The core objective is to create compelling, actionable visions that can guide beneficial technological development with increased global participation and perspective. Founded in 1986, Foresight Institute advances science and technology for the benefit of life through grants, events, prizes, and fellowships."
