grant_id,method,confidence,basis
3de9853b-daf9-260e-6f61-df32d7246fda,X.advocacy-comms,high,Francophone AI risk media
3f260cc0-ad93-b35a-3f08-77337d52cdc9,X.research-empirical,high,CAIS staff robustness unlearning jailbreak evals research
3f3f8af3-66f3-881b-3abe-9cced3aba7e2,X.research-interp,low,skilling up in interpretability and multi-agent alignment
3f61ae55-53fa-37b5-f3d3-e8240960e590,X.research-empirical,low,informal multi-agent coordination alignment experiments
3fa44ef1-9025-b1a1-ecd2-483d5062b959,X.research-theory,high,formalising dynamic constraint boundary framework
4003ca3b-da46-558f-863a-c1d75064ebc6,X.research-theory,low,conceptual survey on LLM-assisted values elicitation
4015f90d-f179-88f2-986a-b998318aa001,X.advocacy-comms,medium,fellowship improving public writing on AI
401afedd-7161-5486-bd06-5408595c25d4,2.3,medium,policy-gated effect execution guardrails for agents
403efcdd-724b-1c9c-6787-578a5fe2e98e,X.advocacy-comms,medium,policy outreach to decision-makers before AI summit
4050b9cd-cbcf-cb88-90eb-3c0ac5176455,3.1,medium,independent audit of AI evaluation verification tooling
4142492b-34a0-ac1d-6917-f1a429b8a321,3.2,low,portable agent memory specification and data control
4162c97e-ebcb-1b1e-b55f-1d1995b7e70d,X.research-empirical,low,LLM coordinator as market alternative
41918d87-d829-63e9-35ea-9457a21b9a50,X.advocacy-comms,high,public campaigns and AI literacy in Italy
41a6a78f-c10b-1bdc-ac03-df879736184b,X.none,high,commercial restaurant ordering product
4205c249-d713-4d75-3436-97712f3d9be7,2.3,medium,runtime layer blocking harmful outputs
4219d519-46be-a3d5-0694-c6787a9f0afe,3.1,high,systematic jailbreak red teaming with public disclosure
42eaf079-4333-ddb3-e151-c10a676f2e5f,X.talent-community,medium,retroactive conference travel reimbursement
42feaeca-8a63-3edd-d5b4-ca3c55180b74,X.research-interp,medium,deploying split personality interpretability technique
43013ad4-8ba3-a101-0f84-05f8c6f562d8,X.research-interp,high,sparse autoencoder interpretability platform
431d0ac6-abc9-faf9-0f3d-98c3263158ea,X.research-theory,medium,whitepaper formalising logical AGI failsafe
43744c25-797d-879b-2c0a-e1439d9ec9da,X.none,low,universal emergence framework unplaceable
44237d51-9d13-48ed-0817-4df4a3b279ec,X.research-empirical,low,empirical study of values elicitation depolarization effect
44350fcd-07f1-89de-32b3-88c90ffc717a,3.1,medium,calibration evaluation corpus for model debate
44a30c04-8893-8de8-10a2-103e314c560c,X.advocacy-comms,medium,governance outreach to Taiwanese industry decision-makers
44ca972b-207a-7eca-4cfb-5049058e4355,2.3,low,middleware enforcing human confirmation gates
44fc0f90-f504-3c4e-eab6-55124337e6d4,X.research-interp,medium,how LLMs represent beliefs and uncertainty
45352b9e-82cd-7ad2-365e-d8fd0364024e,X.research-empirical,medium,cross-provider audit of LLM market mechanisms
45382b83-85cb-e2de-e3fd-69d668bdb5b5,X.research-theory,high,formal verification of neural network safety property
456d8591-570e-958f-4ae0-e4778e4a6bd4,X.forecasting,medium,tool for personal AI job-risk estimation
458890d9-d0a3-cbf6-6b94-538887000155,X.advocacy-comms,high,PauseAI educational kits for politicians
4590399e-a485-8f79-09dc-77fa47093c89,X.research-theory,medium,testing mathematical theory of value dynamics
4599f623-ba52-6eab-38ef-08032f58d44e,1.7,medium,field RCT on societal effects of ranking algorithms
45bca72a-c4e3-8a10-b01a-5d50abf0df36,3.1,high,open benchmark and replay evaluation tool
45cb5b22-a730-c044-b7c1-b45a20998c65,2.1,medium,audit ledger supply chain and injection firewall
4608514b-2c67-f1c7-3558-11e865e91141,X.none,high,AI-allocated science funding app not safety
4643146a-b370-4a47-f8ef-4eb588105873,3.1,medium,audit toolkit for AI trading benchmarks
46869014-818f-4b70-4aa7-8f939efe6e05,1.2,high,IAPS AI policy research hires
46bae432-8de4-26d8-dc24-a2796f0e70df,X.talent-community,medium,PhD funding for governance researcher
478c9c3f-941f-33b0-41ce-0359e6957081,X.talent-community,high,AI safety textbook and courses
47a6c20a-7602-3f30-cb0d-ca8e3030746a,3.1,low,offline AI vulnerability auditing tool
47bc79e1-67bb-bccb-3e46-e812a3c89d02,X.research-interp,high,refusal circuit analysis in small model
47d95653-50e1-f75d-58ab-bb71dbc4d269,X.talent-community,high,AI safety workshops for Indian schoolchildren
488f50a9-99fb-ce77-6c37-1d200178d447,X.research-interp,medium,training honest introspective reports on internals
49a42a67-3300-b35e-f9af-62113e54ff5e,1.2,medium,practical human oversight framework for organisations
49adaeb9-f83f-b501-8538-84cba1f62d9b,X.none,medium,building autonomous ML research agent not safety control
4b0bbc6c-3ce1-09d1-f39c-f5bff315a30a,X.forecasting,medium,macro policy research on automation without specific control
4b289e6b-9de7-072e-dafc-aca0d74fad29,X.research-interp,high,compiler for interpretable transformers decompilation
4b4f3264-0c82-d0b0-1a08-cfcc7665d2df,3.2,medium,indigenous data sovereignty and governance
4c2921fb-43c9-48c5-6176-f900b6161b2e,X.advocacy-comms,high,documentary about SB-1047 policy fight
4c8ff6a0-a0ac-8058-40fc-40235d696663,X.none,high,no project description
4cc5fcaf-bbfc-d15d-5139-ccb332188202,X.talent-community,high,travel support for spring school organiser
4da88dcf-44c6-4270-db9b-8f584e82d57a,X.research-theory,medium,formalising governance operators as alignment constraints
4db18804-d586-b088-f969-3b1aefd7c49b,X.research-theory,high,formalizing AI safety mathematics in Lean
4df729dc-3c27-9d79-af03-f784527e8ad9,X.research-theory,high,learning-theoretic agenda work on inductive reasoning
4e819017-264b-e895-0f51-96bd00a99418,X.none,low,incoherent quantum ethics framework
4ed52c90-18b8-b3c0-758c-9416889b5eee,X.research-theory,low,survey on eliciting values for alignment
4f5ab14e-9525-619c-4729-b8dd94bbefde,3.1,high,behavioural audits evaluating LLM epistemic reliability
4f61f9cc-6d54-c9fa-aeef-796f6058f3fd,3.1,medium,deterministic verifier replacing LLM-as-judge evaluation
4fad6884-dcbf-717f-dc8e-fbd61fee7ea3,3.5,medium,detection rules for attacks on live agents
4ff99c93-e2f2-7e54-ce92-7065929d7cb8,X.research-theory,low,operator-based stability modelling framework
5048c9e3-1025-633a-3dcc-39370519ba30,X.none,medium,AI-assisted peer review service
514dda7a-f87d-07d9-886a-406a47e96495,3.1,high,open-source evaluation harness for tool-abuse
516a676a-eab0-2c14-ac81-6a15a2598f89,2.2,low,deterministic alignment architecture with cryptographic identity
517519bb-5827-9877-f9f3-3ff56c50934e,X.talent-community,high,technical AI safety training for participants
51b9e659-2486-5f9b-bf49-342b095580ce,X.research-interp,medium,activation steering vectors with brain interface
51e661c4-61a8-33c8-f75a-3ebf20b7c64a,3.1,high,building evaluation benchmark for LLMs
524b63dc-69db-3b39-6ea6-aa7d5890c75d,X.research-empirical,low,testing a prompting alignment scaffold
52af87a3-08e9-e03f-fffc-64f7cb9eb973,2.3,medium,refusal steering restores multilingual safety behaviour
52e58894-123a-69e7-5813-01e717003248,3.1,medium,cross-cultural audit tool for AI manipulation
5326c53d-71f4-dd5d-9d85-b8a51c4dae29,3.1,medium,AI agents scaling production of evals
53f6beb4-bb71-4346-ad1a-f3e5ada7cea3,X.research-empirical,low,LLM agents simulating governance experiments
54374326-3f6e-f9e5-b35e-4ef53d160573,3.1,high,offensive cyber capability benchmark
545d001d-7511-7cac-1f0d-24a970478cf1,3.5,medium,behavioural drift detection monitoring for companion users
5518a91f-b162-71cb-bd82-8259b89383a3,X.none,medium,quantum ML optimisation not safety
552888c5-0312-b359-d58f-442eeb41b4c6,1.2,medium,mapping AI policy and governance in SEA
55541d18-727f-b57f-e35d-47e882804d24,X.research-empirical,high,reward architectures reducing multimodal agent hallucination
561d6849-d277-5cf9-77fc-93b7e5d07b03,2.3,high,evaluating effectiveness of unlearning techniques
5654eb27-c3a4-017e-609d-b1539a4282f6,X.advocacy-comms,high,training civil society campaigns against autonomous weapons
56c69a35-10fb-5597-44ac-7fcbb04be7d6,2.3,low,decision-authority layer gating agent actions
57305b58-a338-293e-9d6e-9e885f6f4e4b,3.1,medium,contamination-free benchmark for LLM forecasting
5750f75c-a749-d261-d8bf-8c60b8b74a2d,3.1,medium,independent worker-side evaluation of workplace AI
57c74efb-cd57-1fff-b5ef-1e68bbc408e1,X.none,medium,sparse architecture capability research
57fdf394-d601-fc96-64d8-fa3ad28f6670,X.advocacy-comms,medium,narrative risk sensing and public storytelling
5935de4b-c8cf-5322-0438-3b1266fa4c87,3.1,low,pilot testing AI claims against known answers
5a032c8a-6575-a8c5-13c7-1bbe97ffec48,X.none,high,offline teen companion app not safety
5a7ef284-9fd6-540b-657c-f1d7092e3c51,X.research-interp,medium,evaluating fidelity of natural language autoencoders
5aa0aa57-bd93-788d-865b-702629aef977,X.research-interp,medium,mapping refusal and compliance attention heads
5aeec31e-ab47-4e94-8cef-e0c2f007354b,X.research-interp,high,surrogate reference model for mechanistic interpretability
5b0bdeb9-563d-ea39-439c-3e56c241ed0e,3.1,high,open-source red teaming of robot policies
5b9bf10f-9a78-47a1-b03a-e6b4daa8cc4e,X.research-theory,low,philosophy of mind and cognitive science
5bfde5aa-bbd9-48c4-60fd-e23446b9d195,X.talent-community,high,runway during safety job and grant processes
5ca3efb8-a80f-d804-65c5-440baa3d4643,X.none,low,vague self-building AI proposal
5cfb7199-49bb-fb4a-5743-f031b2fc45bd,X.none,high,clinical causal inference product
5d9470ee-6df2-366a-7bcc-84dde1a26c44,X.research-theory,high,conceptual analysis of alignment targets CEV
5e28e32c-3da9-ea3c-c404-fa01d344c255,X.research-empirical,low,research environment for new failure mode
5f7f0d72-ca71-e442-4c10-b9782b73397f,X.research-theory,medium,conceptual essay on generative model behaviour
5f83f3fc-b2af-eb39-657c-39967648d6ce,3.1,high,benchmark for data poisoning of biological agents
5fc5e415-744a-cdcd-c81b-9895d0da8e14,1.2,medium,risk and threat modelling methodology for agents
60899fe1-8265-e447-3597-cf8e3c065ae5,X.research-empirical,low,human mind models to evaluate AI decisions
608bc802-e1fd-544f-838e-c1b803c8af5e,X.research-interp,medium,solo interpretability study of model thoughts
60b15f02-c126-01a4-5c2e-c1d6a982c07c,2.4,high,detector of AI-generated text
60f21406-5b0c-ec96-4ed2-e8c866d6688c,X.forecasting,medium,essay arguing social factors shape AGI timelines
60ffb199-64b6-c07c-0b65-a04177a91204,4.4,medium,analysing China mandatory AI registration filings
61203ee9-3b7a-dd1b-e5fa-1add242550ef,X.research-theory,high,theory agenda for interpretable world-models
61d962c9-962e-b882-b3cd-ae1436cf462f,3.1,medium,third-party stress testing of evaluation service
626535f2-ca21-a6f5-8481-a6e960dbc497,X.talent-community,high,training underrepresented AI safety talent pipeline
6323b122-4e40-39e0-d959-c805271c618d,X.research-empirical,medium,cheap hallucination detection method
634964a7-d78a-4d06-f834-f7ddbf02e886,X.talent-community,high,office space hub for safety researchers
6361cbad-da7c-be5b-322f-2262edf4b670,X.research-empirical,high,debate training to mitigate reward hacking
63771db9-76d0-2def-fe31-b7c81f367abb,X.research-interp,high,sparse autoencoder feature research
63d80888-2f6e-1082-5f12-52db3cf57902,3.1,medium,tamper-proof independent verification of AI evals
64049c75-0758-4234-a8ef-eea67b015d81,X.advocacy-comms,high,policy lobbying on catastrophic risks in Australia
6409636b-51b8-a995-12ab-716d9c282ff8,X.research-theory,high,formal proof certificates for safety guarantees
64654c74-2743-0d13-95a8-857654995f72,2.3,medium,runtime policy enforcement bounding autonomous actions
64834f88-cd40-594f-3ad2-a25cb9e82551,3.1,low,safety checking of agent tools plus audit trail
64c81096-5abd-8bc7-67ab-06f360326825,X.talent-community,medium,introductory online biosecurity course
650514ee-8fa4-654c-73ae-c57c20d8244b,4.1,high,AI nutrition labels simplifying model cards
657cc769-71ef-683b-565c-5837e350240a,X.none,high,intellectual property legal playbook
65bddfa8-e487-cfdc-7ab7-6100371ac9a8,X.advocacy-comms,medium,bridging Western and Chinese AI governance dialogue
65fff385-8ce8-fe4b-945e-f3e72b8406df,2.3,medium,runtime supervisor enforcing agent tool-call constraints
66183e8e-6e42-35c5-bbec-991de109313b,X.none,medium,novel AI architecture proposal not safety
668f6316-a0e7-fc4d-90bb-d20e04b2345e,X.advocacy-comms,medium,AI safety communication workshops in Cameroon and Togo
66d545dc-e0c7-2df6-7b4c-cb9138056368,3.1,medium,automated oversight and evaluation tools
6708ebff-f058-1113-6e03-4558c3e1f016,X.research-interp,high,interpretability analysis of modified GPT2-XL
676a654d-e768-b861-37c9-73fa88863000,X.none,high,biological computing hardware not safety
685adfe5-d959-f3b8-bb8f-c2a7af37aaa8,X.talent-community,high,junior research fellowship in Africa
689dc06f-bcdd-5eac-5007-5943b857db09,X.forecasting,medium,strategy essay on China AI trajectory
68a2a2aa-405f-481f-fbfd-1b15d9737174,X.research-theory,high,formally verifiable sub-Turing compiler for inference
6946a75a-246c-a555-c4de-36936c63c351,2.3,low,runtime governance architecture against agent drift
69e7c78d-8837-bd84-f54b-d30c62a7960f,3.1,high,reproducibility audit of safety evaluation benchmarks
69e9ec40-2262-4197-8402-4d2438d909e7,X.research-empirical,low,solo measurement of LLM agent self-correction
6a0c58c3-4dfe-4943-4570-0e6d9224af45,2.3,medium,self-evolving defence against agent attacks
6abac2ec-ac68-23f0-3fe0-0a8402920541,X.research-interp,high,improving sparse autoencoders for interpretability
6b2a9eee-f209-b7ce-571a-d93ee3868fbe,3.5,medium,goal-drift detector monitoring autonomous agents
6ba99761-c108-30e0-8f7c-7c9726951fab,X.research-interp,high,developmental interpretability continuation by Timaeus
6bae9707-6b71-002f-1fef-95785bd77664,X.advocacy-comms,high,salon and podcast for AI decision-makers
6bb64811-d6ba-ac86-b37e-fb63a67d0ce2,X.advocacy-comms,high,PauseAI UK campaigning and community organising
6bd02eae-a261-990b-6708-b00ac83720c2,2.3,medium,runtime grounding gate blocking unwarranted actions
6c0b0bbd-d2d2-0c24-c0c5-f89849fc4c42,X.advocacy-comms,high,public AI safety documentary
6c6dfcf3-8d3f-d4c0-c849-7cfdb6de84e6,X.talent-community,high,research sprints and fellowships incubating talent
6cb22533-358d-c3b9-3c74-0d8456701320,2.3,medium,fail-closed execution guardrail runtime for agents
6d66a503-f3c3-5b2c-9e17-61b62a731c25,X.talent-community,high,co-working hub for AI safety
6e0b7d47-ba9f-6dc9-92fe-c7484ec8aa14,X.none,low,collective action coordination platform
6e398761-239b-a442-0e01-63c7bef9aa9d,X.research-interp,high,training process transparency and data attribution
6e5b45ae-b896-9b22-2cb8-76834bda7d48,3.3,medium,cryptographic agent identity and delegated authority
6e868e09-8a5a-28b8-e77f-9a786a011837,X.advocacy-comms,high,voter organising for AI safety regulation
6fbd8dbb-60af-1845-259e-a48075881895,X.advocacy-comms,high,documentary about AI risk for mass audience
70034fff-3441-0773-00ca-f1b2897ca209,X.research-empirical,low,infrastructure for auditable AI scientific reasoning
70e1d418-9b96-b402-f7d2-f75f8d68e5d4,3.1,medium,certification standard auditing human oversight
70e4d9e4-04e6-a2bd-30d5-1a9b08642ddc,3.1,medium,independent safety scoring and adversarial testing of agents
71a204cc-1e51-2394-5749-55ad4930e53f,X.research-theory,medium,philosophical anthropology framework for alignment
71e60cbb-d22b-f50d-5269-410a935aca51,X.advocacy-comms,high,supports AI journalism and reporting
7245024e-2472-209b-36a5-e5bc886131d2,3.1,medium,independent adversarial evaluation of frontier models
7267698f-3c4e-3324-2be9-2db21e8f1487,3.1,high,red-teaming alignment auditing methods
72c2a98c-fdad-4886-a375-fe4aef26c307,X.advocacy-comms,high,YouTube show educating public on risks
72f57178-9ada-792a-537a-7c10cc090ed6,3.5,medium,observatory for post-deployment AI drift monitoring
7361d55a-8e1e-72d3-1010-42b86a9e2cef,X.research-interp,medium,causal intervention tests of CoT faithfulness
73700eb4-d004-3f3b-e8f1-9438f773f3c4,X.none,low,open-source engine unclear safety method
737b7246-f3f5-268b-5ed6-f21a577043b4,X.research-empirical,medium,empirical study of sycophancy and memory failure modes
73e4d35c-4be7-9d61-a21c-c4b06ccfdfcf,3.3,low,agent identity policy enforcement and audit trails
741ee43d-c3c5-bf83-099d-be5799fa1058,2.3,medium,architectural fail-closed constraint enforcement in LLMs
74219c6f-ac7f-875b-00b8-b1ac50a0f4ff,X.forecasting,medium,modelling competition dynamics and scenarios
74582eda-0ae7-6ced-ca2a-3d5e2c962f3b,X.talent-community,high,maintaining alignment ecosystem community resources
75029120-a8d0-0511-bf44-30c6eab7f12b,X.research-empirical,high,testing debate control protocol failure modes
759867e2-b917-40c6-1a5f-ce6c029940a4,3.1,high,African-language AI safety benchmark
75f139da-6032-23e8-1eaa-a0374d289233,X.talent-community,high,AI safety education and operations in East Africa
760aa438-137d-ee2d-d0dd-2c34f0628bb0,X.research-interp,high,causal interpretability of concept representations
76654896-1b9b-a551-90ea-d874f04c2ee0,X.talent-community,high,AI safety events unconference and newsletter
76a8ef99-2f86-4e44-d098-ee370bac1661,3.5,medium,tracking model changes after release publicly
76c2c783-a4c5-6de7-ea21-bc24fdc968ed,3.1,medium,microgrants for faith-facing AI evaluation projects
76effddb-f026-bfc2-aef5-d21475249aac,X.talent-community,high,alignment seminar and fellowship
77e1407e-b7c9-8d1d-5b82-441f6c51e3ed,3.5,low,runtime hazard signal monitoring LLM reasoning stability
784c6514-fe59-bc49-e6d1-79257aa12ff5,X.talent-community,high,research hackathons with Apart
78ffdac3-4e7b-47f0-4f4d-e3d26d596fc0,X.none,high,digital health in Uganda not safety
79d13b3c-91b8-99ba-9474-7ddde143ed1a,3.5,high,post-deployment monitoring and intervention on outputs
79ea1547-ff9f-e2a4-de1b-7ac08c1e6d10,X.talent-community,high,directory of AI safety people and orgs
7a2ef1c4-56a6-92a4-1fb0-299f3ce10b83,3.5,low,verifiable public record of autonomous agent actions
7b5f20ad-984f-d9a9-3d4f-6b1d3d072f51,X.research-empirical,medium,independent behavioral testing of open-weight models
7bbffa72-390c-388b-9f8d-88c9d5c5ddd1,X.none,medium,cost-effectiveness review of safety organisations
7bc9a0c8-b747-e95b-5064-1e6a59ca2775,X.talent-community,high,AI safety fieldbuilding organisation in Hong Kong
7c610521-58de-fdd8-b6b4-bffd14b62205,X.none,low,no description available
7c61631e-7af2-54fd-7f44-8347748d03bb,3.1,high,safety benchmark for LLM agents
7c7b4f70-6602-5f39-2592-6d7722980837,X.talent-community,high,research sprints and talent pipeline
7c921207-9050-e177-ef59-871c2742afba,3.1,medium,safety benchmark for persistent-memory AI agents
7cb58fb2-d7dc-6954-2714-b8a28f38be98,X.research-interp,medium,paper on mechanisms behind subliminal learning
7e438624-6e0a-2fd8-1257-d1208ba16c61,2.3,low,pre-output policy enforcement middleware
7e6776be-b105-af7b-c586-3fd7ac25b3b2,2.3,low,verification firewall constraining agent actions
7ec9efa8-2bcd-7e64-52e4-9214b682fad1,X.advocacy-comms,high,outreach making AI tangible to policymakers
80b0e3a9-9c76-da0c-53ee-41990567818b,X.talent-community,high,fellowship educating emerging leaders on AI safety
812dd4b0-645f-880c-b9c7-df69adf9790e,X.advocacy-comms,high,documentary film on machine consciousness
81889846-f111-8733-e743-d63e1dfbeb80,X.advocacy-comms,medium,campaign for global AI treaty process
820ccb0c-8b57-c58f-f9e4-6082a5850d5c,1.2,low,international AI and quantum governance agenda
822c4906-79c6-a811-1688-9f3517c6733c,X.research-interp,high,sparse autoencoder feature circuit interpretability
8235a002-aa6a-af3a-2778-5e6821bb8748,X.talent-community,medium,training business leaders in safe AI adoption
82493623-29c3-f1ca-b87f-d1b8de55fe26,X.advocacy-comms,high,podcasts and videos raising public awareness
828162ab-2fad-20c3-4196-a90f8fde04b8,X.advocacy-comms,high,AI risk literacy outreach to clinicians
83226d2f-13f2-ee24-4085-500db25b9579,X.talent-community,high,German AI safety field building
833663e8-3edb-5a50-06e3-0418439e45bf,X.advocacy-comms,high,ChinaTalk newsletter and podcast
83b46eba-0bc4-2651-847c-3494137c17e1,3.1,medium,audit evaluation of RAG reset and isolation
84206596-a346-f14e-0e66-7cc4bd939d94,X.research-theory,high,teleological DAG formalism for instrumentality
84a87fa7-9a4c-1fc1-b956-9a2885e1b1b4,2.2,medium,open-source constitutional AI governance system
84d7c9f4-a3cf-3f7f-e597-713050fa33dc,X.none,medium,DNA synthesis screening tool not AI control
84d9220f-ba30-0be3-cfac-969d4e257530,X.advocacy-comms,high,AI risk podcast and media
850710cc-8580-e0d9-feb7-4af3ac5c7410,X.advocacy-comms,high,public YouTube dialogues about AI safety
854f6f04-1b7e-6117-3956-df95627267db,2.3,low,runtime behavioral conditioning without weight changes
860d9400-89d3-6e1b-e779-925fdaa6a366,X.research-theory,medium,Live Theory conceptual alignment residency
861d37f9-cb27-1a58-d054-3f3898a4f784,2.2,low,architectural alignment constraints instead of behavioural training
862be733-0269-a3a7-f845-50d9d18efc2e,X.talent-community,high,masters study to enter AI governance
867e10bc-a770-3c38-6054-bfda7ff0967d,X.advocacy-comms,high,AI safety musical for public audiences
86b134c7-263a-b3c1-02ec-0f84302c54b3,3.1,medium,open benchmark for adversarial multi-agent VLA evaluation
86e7b963-c8b0-9611-04fe-27890b92acb5,X.advocacy-comms,high,TV series dramatising AI takeover risk
8752981f-4304-facb-5478-fe02226cf844,X.forecasting,medium,national security strategy essay on LLMs
87c691e6-dd16-f77d-58df-46db056b8328,X.forecasting,high,conditional forecasts on AI policy scenarios
87e44e6c-ae25-f583-5832-bb85992c0960,X.forecasting,medium,integrating AI x-risk arguments under uncertainty
88224bde-c3fa-f0ed-abae-afb2b3375182,X.none,medium,emergency response AI product not safety control
893bab8f-d500-f1d4-ef7c-2c778417456e,X.advocacy-comms,medium,advocacy and public awareness centre in France
899e38f1-cd67-7bc6-55b8-d5c69cfc7ba1,3.1,medium,public benchmark for agent tool-routing failures
89e07fba-1066-ba99-0154-1fe7678f0b11,X.talent-community,high,free ten-week AI safety course
89fafb22-5bf3-2307-dc1d-ac3e7c819003,3.1,high,stress-testing medical LLM bias
8a4850ea-de6b-96d1-5d9c-29b8509c16d6,X.research-interp,medium,persona representations validated with model internals
8a5c6661-bbfd-6e62-beda-311d3a72626a,X.talent-community,high,upskilling and conferences for career transition
8ad042c3-e92e-f5be-1efc-c6235145c6e3,X.talent-community,medium,book and bootcamp teaching interpretability to social scientists
8bd6c036-9ed6-e04a-449c-fd777b5cfb2f,X.talent-community,medium,coaching to reduce burnout among alignment researchers
8bde0c82-c5bb-b9ef-00e7-57a2e350020d,X.advocacy-comms,high,immersive musical about AI risk
8c3ad9b9-22cf-ebf0-ba2b-ef33114b201a,3.2,medium,memory portability and verifiable erasure
8c525e6f-1a21-df4a-0a3f-510104a00c91,X.none,high,decentralized randomness protocol unrelated to AI risk
8ca16ea8-f548-e9d0-34b7-3aa5670b2a5c,1.4,high,guide and support for AI company whistleblowers
8cb20d36-d93e-5747-6a92-41be45143079,3.3,medium,formal verification of AI agent authorization scope
8cb9188b-9304-be87-9952-70f2e272aee5,3.1,high,deterministic benchmark for belief tracking
8cc5d466-3c81-f44f-69b6-b94588942f8f,X.advocacy-comms,medium,AI safety comms strategy work
8d12336b-007f-670f-3e19-7c92bf586193,X.none,high,joke project distributing game gift cards
8d44b881-e481-69c0-175c-a94454933f9a,X.advocacy-comms,high,AI safety YouTube science communication
8d8705ab-8fa1-c06e-0007-e4e1d3a26748,3.1,medium,evaluating reliability of LLM judges
8d961c45-85a2-95db-2122-6f34a330f4e2,X.advocacy-comms,high,polling and lawmaker education on AGI
8de8f1fa-f4ca-52f1-0678-a4ee3d3ecb78,X.research-empirical,low,training language models to order data
8eaafe68-89b1-3210-3ea6-a2ffe8bb38fb,X.none,low,attention perturbation for creative generation not safety
8edb3669-abe1-3331-311f-7532cf2557fc,X.research-theory,low,conceptual pipeline mapping norms to principles
8efc3cb9-3a5b-71c3-acfd-eab5c35a3978,2.3,low,control layer with budget caps and rollback
8fb4e431-10f0-4da2-2672-122f32fa7ced,X.talent-community,medium,marketing agency recruiting for AI safety programmes
8fd1b8d9-4bc2-308a-c453-35d7f696b518,3.1,medium,measurement instrument scoring model answer behaviour
8fd7b74e-1230-3418-507a-d3974476ec9e,3.1,medium,evaluating refusal failures after quantization
901e8715-016b-c16f-3515-e438bfb4e344,X.none,medium,local AI agents for crime investigation
910b2c09-a3bb-d1c4-b361-d26d527381d6,X.talent-community,high,career transition into AI policy
91959ecd-d51c-0402-cb72-8759045be0de,X.research-empirical,medium,operationalizing and measuring value lock-in in LLMs
919b100d-5395-e0ba-23a7-b0de802b166e,2.2,low,fine-tuning based alignment method and user education
91a8db82-e254-ad0e-c60e-fa111405aa97,X.talent-community,medium,graduate study costs in security studies
91ec7eb6-375f-37bf-862e-f54f4fe7f79c,X.research-theory,low,conceptual essay on power-seeking misaligned AGI
91fe2598-1306-1934-32fc-48d8bf3e8ef1,X.research-interp,medium,dataset of unfaithful chain of thought
9242d3db-4557-56a1-215d-40d4461d3460,X.talent-community,high,visa costs for Anthropic AI safety fellowship
925ac095-db73-eb7b-0ec3-f3c91f14c236,X.advocacy-comms,high,public debate show on AI extinction risk
92b5c34a-43e9-1aef-6f3d-768dd6248d26,3.1,medium,engineering capacity for AI safety evaluations
9314b81e-76c0-c83d-73f5-338088bc99f4,X.talent-community,medium,Talos policy fellowship network
93253d44-dec5-243c-cfff-ba64fae83278,X.none,low,dark pattern detection in web pages
9349c2fd-4b1e-8fde-9e72-a9ca6db14fc4,X.research-interp,high,internal probes on reasoning model activations
9433babc-8455-af8c-327b-1f378eeb69c2,X.talent-community,high,training and mentorship pipeline in Nigeria
961d9795-849a-a02e-76be-f6d0e41edf7d,2.2,medium,pretraining data interventions for model alignment
967948b3-2201-1d6f-c32b-a8f0f351de9a,X.advocacy-comms,medium,strategy consulting for AI policymakers
9692d310-2bce-3e5b-10cb-d6608302fd98,X.advocacy-comms,high,resources for journalists on AI consciousness
96a544ad-1be6-7e7b-26b1-01647f878669,3.1,medium,shutdown evaluations of agentic models
96abdf72-5110-ee8c-b3f7-ec9b400ee7db,X.none,low,human judgment interaction pilot unclear control
96cceed0-b9f4-532a-951d-a16b36c29c30,X.forecasting,low,economic diagnostics of AI budget shifts
96d56178-8238-3206-9aa0-f6b3e4e500aa,X.talent-community,high,conference and retreat for field building
96fd6555-a476-0d8a-088d-7183d251d90d,3.1,medium,conversational test indicator for LLM self-interest
974ea5db-d151-d69c-fe55-a1072f8589b8,X.advocacy-comms,medium,summit shaping public conversation on AI meaning
9785a503-e248-3982-838e-d18c9452bc76,2.2,medium,identity schema injection as alignment method
97ba2057-153b-2753-203e-9a3efc8efbbf,X.research-theory,medium,formal argument that reward hacking surface absent
97d9f831-1927-9c3c-b70b-997421c5f1cb,X.talent-community,high,national AI safety community organisation
9806ad4c-43e0-6225-4f75-593e5c716974,X.research-interp,high,sparse autoencoder latent co-occurrence project
983b5677-9aa0-850f-5f05-7842015b55cb,1.7,medium,rights-focused governance framework for vulnerable communities
989dd6a3-0719-c0e1-071d-588ceee793e3,1.2,medium,legal personhood accountability governance framework
98f5939f-47d1-6ffa-7469-ca951d0e3ccb,3.1,high,independent reproducible audits of AI benchmarks
993f1798-2621-88e6-d497-0457c4dd9419,1.2,medium,review of AI governance implementation and enforceability
996e555f-0642-edd4-40eb-53d6a530de2a,X.none,low,grandiose AGI capability pitch with no method
996f6efd-220e-7e05-534c-0b431ac9c358,X.none,low,speculative human voting proposal; unclear method
99b6bf17-c7ad-075f-3dc0-1325bdacc041,X.talent-community,high,law degree to enter AI governance
99bffc2c-4bb5-bebe-7c7c-97aa5986aa95,X.none,medium,grant evaluation tool for funders
99d3a1ae-cb87-288d-47bc-ac350b2fd226,X.talent-community,high,AI Safety Camp programme
9a387c8b-a717-d2aa-7095-e0a1a058bc3b,X.none,high,novel LLM architecture capabilities work
9a9b09f1-82da-5a68-70df-b2ab35cd4bbe,X.research-theory,low,proposed economic reputation mechanism for AI
